"userId","userStatus","Amount","TopUp","Voice_MO","Voice_MT","Data_Volume","Tenure"
"100160000035687100",ACTIVE30,0.0,0.0,0.0,0.01667,0.0,0.3644
"100130000028650388",ACTIVE30,0.0,0.0,0.0,0.0,0.0,2.4466
"100140000036411148",ACTIVE30,3.4131,0.0,0.0,0.0,22.71475,0.1699
"100160000031491477",ACTIVE30,0.0,0.0,0.0,0.65,0.10989,1.5507
"100040000035445241",ACTIVE30,4.6244,0.0,10.59999,0.2,0.00065,0.4219
"100060000027253245",ACTIVE30,0.0,0.0,0.0,15.71666,0.0,2.8712
"100080000033662934",ACTIVE30,99.13,99.13,0.0,0.0,27734.326,0.9945
"100050000009093766",ACTIVE30,0.0,0.0,0.0,1.81668,327.61792,6.0685
"100230000034539493",ACTIVE30,0.0,0.0,0.0,49.68333,3.08849,0.6411
"100080000036014916",ACTIVE30,0.0146,17.3909,0.55,4.11665,0.04207,0.3123
"100210000037166925",ACTIVE30,0.0,0.0,0.03333,0.0,18.24206,0.0055
"100080000008231228",ACTIVE30,2.4794,0.0,5.58333,0.0,0.04059,6.0795
"100000000035543701",ACTIVE30,26.1925,0.0,35.98334,0.01667,1127.1375,0.3589
"100010000035773996",ACTIVE30,0.8799,0.0,4.40001,0.01667,8.78729,0.3589
"100240000031693609",ACTIVE30,0.0,0.0,0.0,0.01667,0.0,1.5041
"100080000034558751",ACTIVE30,0.0,0.0,0.0,0.35,0.00075,0.5890
"100140000034141949",ACTIVE30,0.0,0.0,0.0,0.0,0.0,0.7315
"100010000008687738",ACTIVE30,0.0,0.0,0.0,0.0,0.0,5.9644
"100070000034180922",ACTIVE30,0.0,0.0,0.0,556.05003,0.11092,0.7918
"100110000036421150",ACTIVE30,18.405,17.3909,23.66667,163.85001,0.0,0.1753
"100130000035672048",ACTIVE30,0.0,0.0,0.0,0.0,0.96256,0.3945
"100010000014308630",ACTIVE30,0.0,0.0,0.0,0.0,0.0,5.5616
"100100000034212473",ACTIVE30,0.0,0.0,0.0,0.0,0.77886,0.7397
"100030000031859180",ACTIVE30,0.0,0.0,0.0,0.0,0.0,1.1315
"100140000011211029",ACTIVE30,0.0,0.0,0.0,0.0,0.0,5.5370
"100030000030217220",ACTIVE30,0.0,0.0,0.0,4.0,3.99408,1.9123
"100050000036947312",ACTIVE30,0.0244,0.0,0.0,0.51667,0.00301,0.0740
"100250000031243754",ACTIVE30,168.4375,134.7795,118.98335,195.84999,44759.605,1.6603
"100030000034518818",ACTIVE30,21.1988,17.3909,24.41666,20.58331,175.59747,0.6548
"100080000036677970",ACTIVE30,0.0,0.0,1.18333,4.53333,0.10024,0.1507
"100170000033779228",ACTIVE30,14.9446,0.0,53.23333,58.3,0.03625,0.9589
"100160000030926384",ACTIVE30,0.0,0.0,0.0,0.0,0.0,1.5342
"100110000037143614",ACTIVE30,0.0,0.0,0.23333,0.0,0.0,0.0000
"100070000036157264",ACTIVE30,11.3823,0.0,1.48333,0.0,39.82153,0.2603
"100000000033933375",ACTIVE30,0.0,0.0,0.0,0.0,0.0,0.8247
"100040000035888484",ACTIVE30,0.0,0.0,0.0,0.0,0.0,0.1507
"100180000035324509",ACTIVE30,21.7209,17.3909,39.08332,68.14999,0.30206,0.4575
"100070000031553257",ACTIVE30,0.0488,0.0,0.0,1.36666,0.00422,1.5425
"100240000032270809",ACTIVE30,0.0,0.0,0.0,5.66666,0.0,1.3808
"100240000035235834",ACTIVE30,0.0,0.0,0.0,0.3,0.0,0.4493
"100060000034555277",ACTIVE30,8.3488,0.0,21.69999,40.76668,0.00277,0.6493
"100080000027643932",ACTIVE30,13.1994,17.3909,27.53334,21.33333,0.00332,2.7342
"100040000034117835",ACTIVE30,1.25,0.0,0.0,0.41667,0.0,0.8301
"100160000035481111",ACTIVE30,0.0,0.0,0.0,0.0,0.0,0.2329
"100120000024834770",ACTIVE30,137.3985,69.5636,169.1333,6.46667,11237.111,3.3973
"100190000034737743",ACTIVE30,0.0,0.0,0.0,0.0,0.01463,0.6356
"100150000036964531",ACTIVE30,0.0,0.0,2.48333,0.0,0.0,0.0055
"100040000034431209",ACTIVE30,336.2418,260.8639,382.28332,16.88333,0.0022,0.6877
"100150000030140466",ACTIVE30,39.0682,26.0864,332.08328,156.75001,0.0,1.9233
"100160000031162516",ACTIVE30,10.1244,17.3909,12.45,0.06666,0.00127,1.6630
"100010000035680480",ACTIVE30,0.0,0.0,0.0,79.68332,6.07584,0.4082
"100070000009012419",ACTIVE30,95.675,104.3454,1.43333,9.48334,44609.363,7.2466
"100090000028650661",ACTIVE30,0.0,0.0,0.0,7.11667,0.0,2.4466
"100150000036343494",ACTIVE30,0.0488,0.0,164.81668,14.44999,326.163,0.1808
"100140000015893159",ACTIVE30,0.0,0.0,0.0,0.03333,0.0,5.5260
"100050000037060502",ACTIVE30,96.6471,60.8682,215.49999,1.06666,0.00103,0.0356
"100160000032948513",ACTIVE30,0.0,0.0,0.0,0.0,0.00322,1.1918
"100220000033982082",ACTIVE30,0.3359,0.0,0.61667,0.96665,0.00699,0.8712
"100170000035677788",ACTIVE30,0.0,0.0,0.0,0.28333,0.0,0.3370
"100080000028259739",ACTIVE30,0.0,0.0,0.0,19.01666,0.0,2.4795
"100110000035682236",ACTIVE30,0.0,0.0,0.0,0.0,0.0,0.3014
"100260000034549300",ACTIVE30,0.775,0.0,4.31667,12.35,1325.8867,0.6356
"100100000036109998",ACTIVE30,0.0,0.0,0.0,0.0,0.0,0.0740
"100030000035139535",ACTIVE30,169.4935,147.8228,665.06665,0.0,0.18497,0.5151
"100040000031306646",ACTIVE30,0.0,0.0,0.0,0.01667,0.0,1.6301
"100000000034413752",ACTIVE30,0.0,0.0,0.0,1.0,0.0,0.6575
"100190000030632377",ACTIVE30,0.3416,0.0,0.0,0.0,0.05858,1.7753
"100130000036115007",ACTIVE30,139.4332,139.1272,11.51666,2.78333,49688.652,0.2795
"100020000033759103",ACTIVE30,0.0,0.0,0.0,0.33334,0.0,0.9479
"100020000036239001",ACTIVE30,0.0,0.0,0.0,0.0,0.0,0.0384
"100130000034738937",ACTIVE30,0.0367,0.0,0.01667,0.0,0.00757,0.6137
"100160000033025654",ACTIVE30,1.625,0.0,111.33333,8.45,0.0,1.2466
"100150000036940874",ACTIVE30,9.9613,17.3909,18.01667,23.58332,8993.528,0.0877
"100020000034420304",ACTIVE30,22.1833,17.3909,413.81669,225.38335,0.0,0.6932
"100050000034254417",ACTIVE30,71.035,43.4773,69.08334,30.08334,0.54923,0.7507
"100190000035129036",ACTIVE30,46.7825,34.7818,92.53334,50.91668,0.23735,0.4795
"100210000031321875",ACTIVE30,32.62,26.0864,0.0,0.0,2911.0518,1.6164
"100020000030723988",ACTIVE30,18.5846,17.3909,11.06667,11.01666,73.84592,1.7644
"100250000031248749",ACTIVE30,4.9391,17.3909,5.4,31.23334,8.50669,1.6575
"100110000036857372",ACTIVE30,0.0,0.0,0.0,84.91668,0.4435,0.1041
"100050000032951144",ACTIVE30,0.0,0.0,0.0,1.5,0.0,1.2274
"100090000031924114",ACTIVE30,0.0,0.0,0.0,0.0,0.0,1.1671
"100070000035321009",ACTIVE30,0.0,0.0,0.0,0.0,0.06824,0.4466
"100150000031607972",ACTIVE30,33.3163,34.7818,44.94999,146.68331,0.00212,1.5233
"100140000031986151",ACTIVE30,0.0,0.0,0.0,0.0,0.0,1.1589
"100070000009073379",ACTIVE30,323.3488,326.0798,41.01666,218.5333,29789.543,6.0822
"100120000033973875",ACTIVE30,0.0,0.0,0.0,0.0,0.0,0.0329
"100050000036989442",ACTIVE30,0.0,0.0,0.2,2.5,101.61546,0.0740
"100010000014613217",ACTIVE30,0.3975,0.0,0.88333,0.01667,0.0,5.6986
"100010000036319708",ACTIVE30,116.3129,113.0409,1.58333,2.1,44690.445,0.2110
"100130000036376799",ACTIVE30,0.0,0.0,0.0,10.23333,0.49196,0.1370
"100190000033475654",ACTIVE30,142.1233,134.7795,2159.03336,2377.23335,52513.695,1.0904
"100220000030988831",ACTIVE30,10.9238,17.3909,14.33335,28.28331,0.00345,1.7123
"100170000033719162",ACTIVE30,0.0,0.0,0.0,0.88333,0.05844,0.9753
"100180000034916372",ACTIVE30,111.0621,117.3886,70.7,34.23333,39929.02,0.5918
"100040000026583744",ACTIVE30,22.5225,17.3909,6.5,0.0,0.03964,3.0301
"100010000009934198",ACTIVE30,0.0,0.0,0.0,0.0,0.0,5.6027
"100050000031037430",ACTIVE30,18.325,17.3909,121.4,2.15001,0.0,1.6904
"100190000036685623",ACTIVE30,5.46,0.0,12.13334,0.03333,0.0,0.1452
"100160000035305603",ACTIVE30,0.0,0.0,0.0,0.0,0.0,0.3123
"100000000036727500",ACTIVE30,65.1951,52.1727,77.78334,2.33333,102.67735,0.0685
"100250000034202491",ACTIVE30,0.0,0.0,0.0,0.0,4.14072,0.7836
"100130000012698935",ACTIVE30,0.0,0.0,0.0,0.33333,0.0,5.4247
"100130000034752274",ACTIVE30,13.1625,17.3909,186.13336,40.05001,649.8579,0.6329
"100260000035802729",ACTIVE30,0.0,0.0,0.0,0.0,11.1854,0.3260
"100080000029980794",ACTIVE30,0.0,0.0,0.0,0.76667,0.0,1.9014
"100250000031551041",ACTIVE30,0.7324,0.0,0.0,13.76667,2.97549,1.5151
"100080000036890831",ACTIVE30,0.0,17.3909,0.0,4.28334,0.0,0.0438
"100110000036331816",ACTIVE30,0.0,0.0,0.0,0.3,0.03552,0.1699
"100050000029500341",ACTIVE30,0.0,0.0,0.0,19.98335,0.02609,2.1233
"100010000034833145",ACTIVE30,54.3259,43.4773,0.0,12.96667,218.3924,0.5753
"100150000034553647",ACTIVE30,0.0,0.0,0.0,1.81666,0.0187,0.6384
"100180000036309476",ACTIVE30,0.0,0.0,0.0,0.43334,0.00103,0.2082
"100040000029748283",ACTIVE30,32.5955,26.0864,0.0,0.0,1872.5225,2.0301
"100180000035950508",ACTIVE30,0.0,0.0,0.0,0.0,0.0739,0.1644
"100030000030902423",ACTIVE30,8.0464,17.3909,15.0,7.51668,0.01146,1.7370
"100210000035996357",ACTIVE30,0.3365,0.0,0.0,0.0,0.04934,0.2932
"100080000032118140",ACTIVE30,101.225,69.5636,65.89999,203.68332,8969.724,1.4082
"100020000036883187",ACTIVE30,0.0,0.0,0.0,0.0,0.0,0.0000
"100150000035988426",ACTIVE30,61.4783,43.4773,5.13333,44.51667,4658.9927,0.3233
"100060000036709905",ACTIVE30,0.0,0.0,0.0,0.0,0.0,0.0411
"100020000036879615",ACTIVE30,0.0,0.0,0.0,0.0,0.0,0.0164
"100210000036395532",ACTIVE30,0.0,0.0,0.0,21.35,0.03096,0.1836
"100130000033337142",ACTIVE30,0.0,0.0,0.0,0.01667,0.0,1.1123
"100140000034990647",ACTIVE30,0.0,0.0,0.0,0.01667,1.00606,0.5260
"100150000034496574",ACTIVE30,257.1054,169.5613,423.40002,69.46666,22266.791,0.6712
"100250000036319005",ACTIVE30,0.0,0.0,0.0,1.08333,48611.406,0.2137
"100180000030520553",ACTIVE30,0.0,0.0,0.0,0.03333,0.0,1.7425
"100170000036046426",ACTIVE30,0.0,0.0,0.0,0.03333,0.1437,0.2959
"100000000009770685",ACTIVE30,95.75,95.65,384.5833,92.04996,15392.837,5.6603
"100160000033634219",ACTIVE30,0.0,0.0,0.0,0.05,0.0,1.0247
"100020000009845916",ACTIVE30,2.0801,0.0,0.0,0.0,13.91556,5.9671
"100020000031552247",ACTIVE30,0.122,0.0,0.0,0.0,0.03731,1.5315
"100090000034404675",ACTIVE30,0.0,0.0,0.0,0.06666,0.0,0.6740
"100170000014176249",ACTIVE30,44.024,34.7818,78.61669,64.23331,3.79815,5.7068
"100150000033299852",ACTIVE30,0.0,0.0,34.73335,8974.83334,0.03819,0.9342
"100090000028974772",ACTIVE30,0.1465,0.0,0.0,5.53334,5537.633,2.4219
"100210000033678311",ACTIVE30,0.0,0.0,0.0,0.0,0.0,0.7836
"100170000037055301",ACTIVE30,60.87,60.87,4.26667,0.0,1773.0763,0.0384
"100050000037063373",ACTIVE30,0.0,0.0,16.25,5.60002,0.01376,0.0329
"100130000029925002",ACTIVE30,17.5224,17.3909,68.03333,0.53333,6.37604,1.9507
"100220000034887075",ACTIVE30,0.0488,0.0,0.0,0.0,0.01417,0.5288
"100190000031482716",ACTIVE30,19.36,17.3909,27.68335,208.86666,0.0,1.5616
"100050000037025126",ACTIVE30,317.0,317.0,0.0,0.0,25366.432,0.0630
"100060000036893565",ACTIVE30,42.7799,34.7818,64.59999,2244.28326,14.24142,0.0932
"100020000008924568",ACTIVE30,33.5697,34.7818,35.01666,182.96667,73.16897,6.5425
"100120000035536571",ACTIVE30,21.7364,17.3909,54.9,0.0,0.01362,0.3342
"100020000009889275",ACTIVE30,33.825,26.0864,604.11665,71.39998,2076.2996,5.5452
"100040000009223705",ACTIVE30,4.5033,0.0,9.45002,56.74997,1.70206,6.1260
"100070000029397257",ACTIVE30,68.8824,86.9545,58.65,0.0,157.22163,2.1973
"100160000036398439",ACTIVE30,1.75,0.0,3.3,0.0,0.0,0.1753
"100030000031438664",ACTIVE30,0.0,0.0,0.0,0.0,0.0,1.2685
"100030000037124046",ACTIVE30,186.915,191.3,291.55002,0.0,0.0,0.0274
"100230000034532385",ACTIVE30,0.0488,0.0,0.0,1.53333,0.00804,0.6466
"100230000034527468",ACTIVE30,0.0,0.0,0.0,0.0,0.0,0.3068
"100250000035980709",ACTIVE30,47.6227,34.7818,9.78336,11.96667,12363.128,0.3288
"100150000034417123",ACTIVE30,0.0,0.0,0.0,0.0,0.0,0.5479
"100080000032198984",ACTIVE30,0.7988,0.0,1.53333,1.81666,0.02973,1.3863
"100160000035972536",ACTIVE30,34.4757,0.0,40.68331,105.21669,2118.5728,0.3315
"100020000036874684",ACTIVE30,9.7476,34.7818,12.41666,4.36666,0.0191,0.1014
"100100000030480292",ACTIVE30,0.0,0.0,0.0,0.36667,0.0,1.8411
"100120000029579162",ACTIVE30,0.0732,0.0,0.0,0.0,0.0135,0.7041
"100040000035899058",ACTIVE30,0.0075,0.0,0.01667,1.81666,5.08501,0.3315
"100020000034266684",ACTIVE30,0.0,0.0,0.0,1.63334,0.00387,0.7123
"100080000029807079",ACTIVE30,15.8364,17.3909,20.56668,0.75,4.39251,2.0082
"100190000033458073",ACTIVE30,0.0,0.0,0.0,0.0,0.0,1.0027
"100120000013144609",ACTIVE30,0.0,0.0,0.0,0.43333,0.0,5.7260
"100180000034775139",ACTIVE30,0.0,0.0,0.0,0.0,0.0,0.3808
"100130000031469590",ACTIVE30,0.0,0.0,0.0,91.63335,0.0,1.5671
"100100000036001290",ACTIVE30,0.0,0.0,0.0,0.0,0.20972,0.2384
"100100000014193778",ACTIVE30,13.32,0.0,36.00001,0.05,0.0,5.6356
"100150000035250385",ACTIVE30,80.1225,52.1727,156.53331,3.35,1893.8632,0.4685
"100120000035863073",ACTIVE30,0.1953,0.0,0.0,9.88334,0.82177,0.3452
"100130000012150210",ACTIVE30,17.3921,17.3909,30.90001,1.91668,16.92493,5.7671
"100230000034390325",ACTIVE30,50.4329,34.7818,28.24999,7.05,53.46311,0.6986
"100020000031476529",ACTIVE30,0.25,0.0,0.2,0.18333,0.0,1.5397
"100110000035244311",ACTIVE30,0.0,0.0,0.0,0.0,0.0,0.2082
"100250000034940970",ACTIVE30,0.0,0.0,0.0,10.6,7.07188,0.5671
"100220000037052017",ACTIVE30,21.7303,17.3909,6.3,16.3,189.48143,0.0356
"100080000029687631",ACTIVE30,34.6436,17.3909,46.38333,0.0,0.00216,2.0137
"100010000035136725",ACTIVE30,90.5931,104.3455,1152.38331,42.04998,18194.154,0.5178
"100150000034438175",ACTIVE30,0.0,0.0,0.0,3.7,0.0,0.6795
"100080000030152973",ACTIVE30,0.2744,0.0,0.21667,4.61667,0.00744,1.9096
"100100000035062258",ACTIVE30,98.4593,69.5636,74.06667,80.48333,14422.506,0.5397
"100160000034410237",ACTIVE30,25.0,34.7818,0.0,0.0,685.68567,0.6986
"100170000027641778",ACTIVE30,19.3848,0.0,0.0,0.75,77.85356,2.6849
"100080000030136765",ACTIVE30,0.0,0.0,0.0,3.06667,0.00397,1.9014
"100000000029661216",ACTIVE30,5.025,0.0,15.59998,17.73334,0.0,2.0466
"100240000035053609",ACTIVE30,0.0,0.0,0.0,0.01667,0.30519,0.5370
"100170000034556183",ACTIVE30,24.0802,17.3909,31.53334,55.66668,0.07939,0.6438
"100250000034128716",ACTIVE30,0.0,0.0,0.0,0.41667,0.0,0.7479
"100070000035994362",ACTIVE30,65.22,65.22,0.0,2.7,0.01645,0.3151
"100260000037025027",ACTIVE30,0.0,0.0,1.05,1.43334,86.70733,0.0630
"100080000031453570",ACTIVE30,0.0,0.0,0.0,4.76666,0.36476,1.5699
"100140000036606619",ACTIVE30,100.1,99.9977,8.8,19.53334,16226.297,0.1562
"100150000030325106",ACTIVE30,34.94,34.7818,64.28333,5.75,0.0,1.8521
"100020000033357574",ACTIVE30,17.4625,17.3909,25.56668,0.0,0.01913,1.1233
"100050000031061271",ACTIVE30,0.0,0.0,0.0,0.0,0.0,1.5973
"100110000033173810",ACTIVE30,0.0,0.0,0.0,0.0,0.0,0.8192
"100070000027529234",ACTIVE30,0.0292,0.0,0.0,0.0,0.01075,2.7753
"100120000033744967",ACTIVE30,0.0,0.0,0.0,0.0,0.0,0.8795
"100090000034891886",ACTIVE30,0.0,0.0,0.0,0.0,0.0,0.4822
"100050000029394306",ACTIVE30,54.232,34.7818,63.86668,499.56667,0.01673,2.1534
"100130000030325988",ACTIVE30,7.498,17.3909,15.15,0.0,0.02014,1.8438
"100050000030459387",ACTIVE30,0.0,0.0,0.0,0.0,0.0,1.7370
"100100000014963386",ACTIVE30,0.0,0.0,0.0,7.73333,1.15926,5.5425
"100140000037032939",ACTIVE30,0.0,0.0,7.93333,0.0,0.0,0.0274
"100130000034249607",ACTIVE30,0.0,0.0,0.0,5.68334,0.38224,0.7479
"100250000037133498",ACTIVE30,0.0,0.0,0.1,0.01667,100.27907,0.0192
"100160000026777749",ACTIVE30,0.0,0.0,0.0,2.88333,0.0,2.9973
"100070000034144014",ACTIVE30,22.5563,17.3909,24.69999,1.3,7.80505,0.6658
"100020000029567032",ACTIVE30,0.0879,0.0,0.0,0.0,155.68008,2.0356
"100000000034203906",ACTIVE30,0.0,0.0,0.0,0.03333,0.08114,0.7781
"100110000037149197",ACTIVE30,0.0,0.0,0.0,0.0,100.04273,0.0027
"100070000029760211",ACTIVE30,0.0,0.0,0.0,0.0,0.0,1.9178
"100240000031004102",ACTIVE30,0.0,0.0,0.0,3.28333,0.0,1.6685
"100000000031881106",ACTIVE30,0.0,0.0,0.0,0.0,0.0,1.0658
"100050000031484291",ACTIVE30,0.0488,0.0,0.0,0.0,0.00437,1.5425
"100250000036847425",ACTIVE30,57.25,52.1727,221.0,0.5,0.0,0.0986
"100120000036329111",ACTIVE30,0.0,0.0,0.0,0.0,0.17847,0.2055
"100230000035668386",ACTIVE30,2.3384,0.0,2.95,0.28333,0.05247,0.4055
"100240000035951897",ACTIVE30,0.0,0.0,0.0,0.0,5.16809,0.2192
"100240000034791146",ACTIVE30,0.0,0.0,0.0,1.28333,0.0,0.5644
"100240000034845810",ACTIVE30,0.0,0.0,0.0,0.0,0.0,0.5014
"100100000035000637",ACTIVE30,320.5288,226.0818,443.35001,0.81667,1.23361,0.5562
"100220000033689337",ACTIVE30,21.7254,17.3909,24.91667,0.38333,1.52084,0.9863
"100180000035192787",ACTIVE30,35.5861,17.3909,51.81667,45.33334,1.56898,0.4904
"100100000035305416",ACTIVE30,155.0919,113.0409,271.95001,149.6833,565.83673,0.4658
"100190000030027343",ACTIVE30,0.5,0.0,0.0,0.0,0.0,1.9452
"100170000014204150",ACTIVE30,363.845,256.5158,374.34997,193.99995,29647.709,5.6849
"100020000029716958",ACTIVE30,122.4423,99.9977,22.23334,24.26668,3071.6038,2.0384
"100240000033951648",ACTIVE30,37.4708,34.7818,10.68333,22.88332,11826.934,0.9068
"100020000036678753",ACTIVE30,162.3241,130.4319,214.53333,0.0,389.0727,0.1534
"100000000028334409",ACTIVE30,82.4807,69.5636,1114.34996,391.20001,2663.1123,2.5589
"100050000033018134",ACTIVE30,0.0,0.0,0.0,3.46667,0.0,1.2274
"100210000035190581",ACTIVE30,844.01,713.0274,3782.48343,162.41668,0.0,0.4959
"100060000008841355",ACTIVE30,22.0376,17.3909,31.04999,6.45001,21.78529,6.0959
"100060000036860206",ACTIVE30,0.0,0.0,0.0,0.0,0.0,0.0000
"100070000035078790",ACTIVE30,0.244,0.0,0.0,0.0,0.03432,0.5315
"100110000029822006",ACTIVE30,4.5282,0.0,0.35,3.99999,15.83853,2.0082
"100080000029231976",ACTIVE30,95.542,95.65,0.0,0.0,24006.277,2.3123
"100150000032122632",ACTIVE30,0.0,0.0,0.0,0.0,0.0,1.3205
"100010000015138524",ACTIVE30,9.9538,0.0,10.28334,1.06667,0.00357,5.5753
"100110000036813565",ACTIVE30,20.0732,0.0,50.95,0.0,0.03239,0.1068
"100040000036799894",ACTIVE30,0.0,0.0,0.0,0.03333,0.01002,0.1205
"100060000036890780",ACTIVE30,0.0,0.0,0.76667,178.11668,0.0,0.0904
"100130000011020978",ACTIVE30,107.727,104.3454,17.35001,42.36667,46497.5,5.5397
"100230000035076357",ACTIVE30,21.3105,43.4773,28.24998,42.71665,282.12946,0.5342
"100130000027213846",ACTIVE30,39.6469,34.7818,0.06667,3.76667,507.86948,2.9123
"100010000036385169",ACTIVE30,0.0,0.0,0.0,0.0,0.0,0.1041
"100100000031614236",ACTIVE30,96.6397,95.65,280.35,160.20002,15190.843,1.5205
"100100000034791709",ACTIVE30,27.9758,17.3909,35.01665,27.13332,23.65038,0.6247
"100030000035012954",ACTIVE30,0.0,0.0,0.0,1.3,0.0,0.5452
"100130000034813108",ACTIVE30,0.5146,0.0,0.0,11.88333,0.00799,0.6219
"100090000035444263",ACTIVE30,0.0,0.0,0.0,0.0,0.0,0.2274
"100210000034474936",ACTIVE30,0.0,0.0,0.0,31.4,0.24831,0.6795
"100010000009286168",ACTIVE30,0.0,0.0,0.0,0.0,0.0,6.1096
"100050000026139088",ACTIVE30,183.575,182.6048,1458.33333,465.14998,4382.901,3.1616
"100240000034516304",ACTIVE30,0.3416,0.0,0.0,0.33334,0.05159,0.6630
"100230000034949985",ACTIVE30,0.0,0.0,0.0,7.83333,0.01548,0.5589
"100240000034734735",ACTIVE30,0.0,0.0,0.0,0.0,0.0,0.5288
"100130000036268378",ACTIVE30,1.4884,0.0,0.0,0.0,0.12847,0.2274
"100080000008776179",ACTIVE30,1.0584,0.0,0.0,0.0,0.03098,7.1096
"100150000036721904",ACTIVE30,97.5,95.65,10.0,0.0,35153.824,0.1370
"100040000036239819",ACTIVE30,0.0,0.0,0.0,0.0,0.0,0.0110
"100110000030307192",ACTIVE30,53.85,34.7818,92.63331,24.09999,0.0,1.8740
"100060000036233513",ACTIVE30,0.0,0.0,0.0,13.03334,0.0,0.2274
"100160000034876825",ACTIVE30,1.7296,17.3909,0.36667,12.91667,0.12197,0.6055
"100180000035855370",ACTIVE30,0.0,0.0,0.0,0.0,0.03259,0.1041
"100010000031878356",ACTIVE30,0.0,0.0,0.0,0.0,0.0,1.2959
"100250000035243035",ACTIVE30,0.0,0.0,0.0,0.0,0.0,0.1726
"100240000034833732",ACTIVE30,0.0,0.0,0.0,0.0,0.0,0.5068
"100220000035445977",ACTIVE30,0.0,0.0,0.0,0.21666,0.13229,0.4055
"100030000030729759",ACTIVE30,0.0,0.0,0.0,0.0,0.0,1.6438
"100040000030118123",ACTIVE30,0.0,0.0,0.0,2.03333,3.48449,1.9315
"100170000031828086",ACTIVE30,0.0,0.0,0.0,0.0,0.0,1.3562
"100130000034507903",ACTIVE30,0.3476,0.0,0.55,2.45,0.01131,0.6630
"100080000036396417",ACTIVE30,33.2038,17.3909,35.64998,324.2,131.04417,0.1808
